State FIPS Code,County FIPS Code,5-digit FIPS Code,State Abbreviation,Name,Release Year,County Clustered (Yes=1/No=0),Food Environment Index raw value,Food Environment Index numerator,Food Environment Index denominator,Food Environment Index CI low,Food Environment Index CI high,Food Insecurity raw value,Food Insecurity numerator,Food Insecurity denominator,Food Insecurity CI low,Food Insecurity CI high,Limited Access to Healthy Foods raw value,Limited Access to Healthy Foods numerator,Limited Access to Healthy Foods denominator,Limited Access to Healthy Foods CI low,Limited Access to Healthy Foods CI high
13,053,13053,GA,Chattahoochee County,2024,1,3.6,0.3934128842,0.149,,,0.149,1420,,,,0.3934128842,4432.5829663,11267,,
13,055,13055,GA,Chattooga County,2024,1,5.4,0.2105295038,0.155,,,0.155,3870,,,,0.2105295038,5476.9250408,26015,,
13,057,13057,GA,Cherokee County,2024,1,8.5,0.0705213515,0.077,,,0.077,20280,,,,0.0705213515,15115.969619,214346,,
13,059,13059,GA,Clarke County,2024,1,5.7,0.2182887183,0.135,,,0.135,17330,,,,0.2182887183,25477.34947,116714,,
13,061,13061,GA,Clay County,2024,1,7,0.0111433888,0.174,,,0.174,500,,,,0.0111433888,35.469406595,3183,,
13,063,13063,GA,Clayton County,2024,1,7.2,0.160225391,0.094,,,0.094,27530,,,,0.160225391,41566.311831,259424,,
13,065,13065,GA,Clinch County,2024,1,7,0.0514878747,0.156,,,0.156,1050,,,,0.0514878747,350.01457221,6798,,
13,067,13067,GA,Cobb County,2024,1,8.5,0.0801510237,0.071,,,0.071,53950,,,,0.0801510237,55150.156102,688078,,
13,069,13069,GA,Coffee County,2024,1,7.7,0.0282422112,0.136,,,0.136,5860,,,,0.0282422112,1196.2270959,42356,,
13,071,13071,GA,Colquitt County,2024,1,6.6,0.1274131385,0.136,,,0.136,6220,,,,0.1274131385,5797.0429775,45498,,
13,073,13073,GA,Columbia County,2024,1,8.7,0.0591530586,0.073,,,0.073,11250,,,,0.0591530586,7338.1143842,124053,,
13,075,13075,GA,Cook County,2024,1,8.1,0.0077653955,0.128,,,0.128,2190,,,,0.0077653955,133.65798683,17212,,
13,077,13077,GA,Coweta County,2024,1,8,0.1172949518,0.08,,,0.08,11640,,,,0.1172949518,14933.641383,127317,,
13,079,13079,GA,Crawford County,2024,1,6.6,0.1644565626,0.119,,,0.119,1440,,,,0.1644565626,2077.0863851,12630,,
13,081,13081,GA,Crisp County,2024,1,6.7,0.0349977869,0.177,,,0.177,3630,,,,0.0349977869,820.31312648,23439,,
13,083,13083,GA,Dade County,2024,1,,,0.114,,,0.114,1850,,,,,,16633,,
13,085,13085,GA,Dawson County,2024,1,8.8,0.0025943989,0.097,,,0.097,2550,,,,0.0025943989,57.932926398,22330,,
13,087,13087,GA,Decatur County,2024,1,7.5,0.0595205087,0.127,,,0.127,3690,,,,0.0595205087,1657.1700039,27842,,
13,089,13089,GA,DeKalb County,2024,1,8.1,0.0872247337,0.087,,,0.087,65790,,,,0.0872247337,60350.182687,691893,,
13,091,13091,GA,Dodge County,2024,1,7.8,0.0015431072,0.143,,,0.143,2870,,,,0.0015431072,33.633564081,21796,,
13,093,13093,GA,Dooly County,2024,1,5.3,0.2517204081,0.138,,,0.138,1600,,,,0.2517204081,3755.1650478,14918,,
13,095,13095,GA,Dougherty County,2024,1,5.2,0.2450279997,0.146,,,0.146,12650,,,,0.2450279997,23171.072791,94565,,
13,097,13097,GA,Douglas County,2024,1,7.7,0.1499591362,0.078,,,0.078,11230,,,,0.1499591362,19855.039505,132403,,
13,099,13099,GA,Early County,2024,1,7.8,0.0260572907,0.131,,,0.131,1420,,,,0.0260572907,286.83865628,11008,,
13,101,13101,GA,Echols County,2024,1,5.8,0.1830880081,0.148,,,0.148,550,,,,0.1830880081,738.57702467,4034,,
13,103,13103,GA,Effingham County,2024,1,8.5,0.065348165,0.078,,,0.078,4950,,,,0.065348165,3414.4416208,52250,,
13,105,13105,GA,Elbert County,2024,1,6.7,0.1040057239,0.146,,,0.146,2840,,,,0.1040057239,2097.379428,20166,,
13,107,13107,GA,Emanuel County,2024,1,5.8,0.1470948355,0.164,,,0.164,3740,,,,0.1470948355,3324.0490924,22598,,
13,109,13109,GA,Evans County,2024,1,8.1,0,0.131,,,0.131,1410,,,,0,0,11000,,
13,111,13111,GA,Fannin County,2024,1,8.2,0.0041663684,0.124,,,0.124,3130,,,,0.0041663684,98.667936386,23682,,
13,113,13113,GA,Fayette County,2024,1,9,0.0588851872,0.059,,,0.059,6970,,,,0.0588851872,6275.2177426,106567,,
13,115,13115,GA,Floyd County,2024,1,6.5,0.1460484289,0.134,,,0.134,13180,,,,0.1460484289,14066.946524,96317,,
13,117,13117,GA,Forsyth County,2024,1,8.7,0.0806517909,0.063,,,0.063,15410,,,,0.0806517909,14155.276468,175511,,
13,119,13119,GA,Franklin County,2024,1,,,0.14,,,0.14,3250,,,,,,22084,,
13,121,13121,GA,Fulton County,2024,1,8,0.0895759898,0.093,,,0.093,98130,,,,0.0895759898,82461.954298,920581,,
13,123,13123,GA,Gilmer County,2024,1,7.3,0.0708007209,0.131,,,0.131,4060,,,,0.0708007209,2003.0939963,28292,,
13,125,13125,GA,Glascock County,2024,1,5.4,0.2772918363,0.121,,,0.121,350,,,,0.2772918363,854.61343952,3082,,
13,127,13127,GA,Glynn County,2024,1,7.1,0.1236205111,0.115,,,0.115,9730,,,,0.1236205111,9843.4068159,79626,,
13,129,13129,GA,Gordon County,2024,1,7.1,0.1047668229,0.125,,,0.125,7170,,,,0.1047668229,5781.6618882,55186,,
13,131,13131,GA,Grady County,2024,1,8,0.0138100838,0.126,,,0.126,3280,,,,0.0138100838,345.40400635,25011,,
13,133,13133,GA,Greene County,2024,1,7.9,0.1001536433,0.093,,,0.093,1720,,,,0.1001536433,1601.8573705,15994,,
13,135,13135,GA,Gwinnett County,2024,1,8.3,0.0970833207,0.072,,,0.072,68650,,,,0.0970833207,78183.236916,805321,,
13,137,13137,GA,Habersham County,2024,1,7.6,0.0786648057,0.114,,,0.114,5220,,,,0.0786648057,3385.8119008,43041,,
13,139,13139,GA,Hall County,2024,1,7.9,0.0737507988,0.102,,,0.102,20500,,,,0.0737507988,13251.838532,179684,,
13,141,13141,GA,Hancock County,2024,1,4.8,0.2972759446,0.139,,,0.139,1200,,,,0.2972759446,2803.0148818,9429,,
13,143,13143,GA,Haralson County,2024,1,7.7,0.0617520127,0.12,,,0.12,3550,,,,0.0617520127,1777.2229248,28780,,
13,145,13145,GA,Harris County,2024,1,9.3,0.0033547316,0.074,,,0.074,2530,,,,0.0033547316,107.43192609,32024,,
13,147,13147,GA,Hart County,2024,1,,,0.125,,,0.125,3230,,,,,,25213,,
13,149,13149,GA,Heard County,2024,1,7.2,0.0111955218,0.165,,,0.165,1880,,,,0.0111955218,132.4878054,11834,,
13,151,13151,GA,Henry County,2024,1,8.3,0.1235566415,0.059,,,0.059,13880,,,,0.1235566415,25195.917449,203922,,
13,153,13153,GA,Houston County,2024,1,8,0.09995312,0.087,,,0.087,14100,,,,0.09995312,13983.441487,139900,,
13,155,13155,GA,Irwin County,2024,1,8,0.0282334143,0.121,,,0.121,1170,,,,0.0282334143,269.29030572,9538,,
13,157,13157,GA,Jackson County,2024,1,8,0.0935413585,0.09,,,0.09,6680,,,,0.0935413585,5657.8490676,60485,,
13,159,13159,GA,Jasper County,2024,1,8.3,0.0113337915,0.116,,,0.116,1680,,,,0.0113337915,157.53970185,13900,,
13,161,13161,GA,Jeff Davis County,2024,1,5.9,0.1802623609,0.146,,,0.146,2150,,,,0.1802623609,2716.1932534,15068,,
13,163,13163,GA,Jefferson County,2024,1,8.6,0.0032398324,0.107,,,0.107,1690,,,,0.0032398324,54.850362997,16930,,
13,165,13165,GA,Jenkins County,2024,1,7.6,0.0057586477,0.148,,,0.148,1290,,,,0.0057586477,48.027121879,8340,,
13,167,13167,GA,Johnson County,2024,1,6.9,0.1105023147,0.131,,,0.131,1220,,,,0.1105023147,1102.8131007,9980,,
13,169,13169,GA,Jones County,2024,1,7.6,0.1235760367,0.095,,,0.095,2690,,,,0.1235760367,3542.8013956,28669,,
13,171,13171,GA,Lamar County,2024,1,7.8,0.091172568,0.1,,,0.1,1850,,,,0.091172568,1670.0079284,18317,,
13,173,13173,GA,Lanier County,2024,1,7,0.0023658895,0.178,,,0.178,1760,,,,0.0023658895,23.843434134,10078,,
13,175,13175,GA,Laurens County,2024,1,6.8,0.0971161429,0.141,,,0.141,6950,,,,0.0971161429,4703.7232643,48434,,
13,177,13177,GA,Lee County,2024,1,8.4,0.0680769374,0.084,,,0.084,2740,,,,0.0680769374,1926.4411738,28298,,
13,179,13179,GA,Liberty County,2024,1,6.6,0.1725992797,0.114,,,0.114,7360,,,,0.1725992797,10951.942096,63453,,
13,181,13181,GA,Lincoln County,2024,1,7.9,0.0188600029,0.131,,,0.131,1010,,,,0.0188600029,150.80458328,7996,,
13,183,13183,GA,Long County,2024,1,8,0.0026008752,0.133,,,0.133,2180,,,,0.0026008752,37.619059214,14464,,
13,185,13185,GA,Lowndes County,2024,1,7.3,0.0826775679,0.128,,,0.128,15030,,,,0.0826775679,9031.1187763,109233,,
13,187,13187,GA,Lumpkin County,2024,1,8.9,0.0025742286,0.092,,,0.092,3060,,,,0.0025742286,77.139335604,29966,,
13,189,13189,GA,McDuffie County,2024,1,8.6,0.0016849545,0.104,,,0.104,2260,,,,0.0016849545,36.858379409,21875,,
13,191,13191,GA,McIntosh County,2024,1,7.5,0.0593098038,0.128,,,0.128,1440,,,,0.0593098038,850.08741717,14333,,
13,193,13193,GA,Macon County,2024,1,7.7,0.0022228372,0.148,,,0.148,1820,,,,0.0022228372,32.76461998,14740,,
13,195,13195,GA,Madison County,2024,1,7.5,0.0150440092,0.15,,,0.15,4470,,,,0.0150440092,423.03753821,28120,,
13,197,13197,GA,Marion County,2024,1,8.7,0.0000261523,0.103,,,0.103,780,,,,0.0000261523,0.2286237506,8742,,
13,199,13199,GA,Meriwether County,2024,1,7.6,0.0121891568,0.145,,,0.145,3000,,,,0.0121891568,268.0639365,21992,,
13,201,13201,GA,Miller County,2024,1,8,0.0012814916,0.133,,,0.133,800,,,,0.0012814916,7.8491360637,6125,,
13,205,13205,GA,Mitchell County,2024,1,6.8,0.0794409392,0.15,,,0.15,3280,,,,0.0794409392,1866.70319,23498,,
13,207,13207,GA,Monroe County,2024,1,8.6,0.0142941626,0.102,,,0.102,2840,,,,0.0142941626,377.70895138,26424,,
13,209,13209,GA,Montgomery County,2024,1,8,0.0402461217,0.116,,,0.116,1010,,,,0.0402461217,367.16536834,9123,,
13,211,13211,GA,Morgan County,2024,1,8.1,0.1098143158,0.076,,,0.076,1500,,,,0.1098143158,1962.162194,17868,,
13,213,13213,GA,Murray County,2024,1,7.6,0.0656859376,0.121,,,0.121,4840,,,,0.0656859376,2603.0023347,39628,,
13,215,13215,GA,Muscogee County,2024,1,7,0.1038720582,0.133,,,0.133,27090,,,,0.1038720582,19723.745764,189885,,
13,217,13217,GA,Newton County,2024,1,7.4,0.1436556653,0.091,,,0.091,10110,,,,0.1436556653,14359.532994,99958,,
13,219,13219,GA,Oconee County,2024,1,9.2,0.0340279856,0.064,,,0.064,2610,,,,0.0340279856,1116.3901525,32808,,
13,221,13221,GA,Oglethorpe County,2024,1,8.8,0.0250470207,0.087,,,0.087,1280,,,,0.0250470207,373.17556124,14899,,
13,223,13223,GA,Paulding County,2024,1,8.1,0.1351761865,0.066,,,0.066,10890,,,,0.1351761865,19238.815563,142324,,
13,225,13225,GA,Peach County,2024,1,7.2,0.1054314237,0.119,,,0.119,3310,,,,0.1054314237,2919.9232783,27695,,
13,227,13227,GA,Pickens County,2024,1,7.8,0.0571792335,0.117,,,0.117,3820,,,,0.0571792335,1682.8420211,29431,,
13,229,13229,GA,Pierce County,2024,1,8,0.0340618113,0.12,,,0.12,2360,,,,0.0340618113,638.93145605,18758,,
13,231,13231,GA,Pike County,2024,1,9.2,0.0000517053,0.081,,,0.081,1520,,,,0.0000517053,0.923921962,17869,,
13,233,13233,GA,Polk County,2024,1,6.7,0.1215387713,0.135,,,0.135,5750,,,,0.1215387713,5040.8205407,41475,,
13,235,13235,GA,Pulaski County,2024,1,8.2,0.0161408822,0.116,,,0.116,1160,,,,0.0161408822,193.85199511,12010,,
13,237,13237,GA,Putnam County,2024,1,7.2,0.0950338806,0.124,,,0.124,2710,,,,0.0950338806,2016.4288778,21218,,
13,239,13239,GA,Quitman County,2024,1,8,0.0138527126,0.126,,,0.126,280,,,,0.0138527126,34.811866777,2513,,
13,241,13241,GA,Rabun County,2024,1,7.9,0.0008804344,0.139,,,0.139,2330,,,,0.0008804344,14.329950946,16276,,
13,243,13243,GA,Randolph County,2024,1,5.7,0.1841207172,0.15,,,0.15,970,,,,0.1841207172,1421.2278161,7719,,
13,245,13245,GA,Richmond County,2024,1,5.8,0.2104328022,0.134,,,0.134,27640,,,,0.2104328022,42202.088049,200549,,
13,247,13247,GA,Rockdale County,2024,1,7.9,0.1333939914,0.073,,,0.073,6750,,,,0.1333939914,11367.168973,85215,,
13,249,13249,GA,Schley County,2024,1,8.3,0.0027247618,0.121,,,0.121,560,,,,0.0027247618,13.651056608,5010,,
13,251,13251,GA,Screven County,2024,1,7.4,0.0975377587,0.113,,,0.113,1580,,,,0.0975377587,1423.3685125,14593,,
13,253,13253,GA,Seminole County,2024,1,7,0.0655433182,0.147,,,0.147,1340,,,,0.0655433182,572.12762433,8729,,
13,255,13255,GA,Spalding County,2024,1,7,0.1265407629,0.119,,,0.119,7930,,,,0.1265407629,8107.8463023,64073,,
13,257,13257,GA,Stephens County,2024,1,7.6,0.0533685166,0.126,,,0.126,3350,,,,0.0533685166,1396.9209224,26175,,
13,259,13259,GA,Stewart County,2024,1,6.6,0.1165029272,0.143,,,0.143,760,,,,0.1165029272,705.77473309,6058,,
13,261,13261,GA,Sumter County,2024,1,7.5,0.0521578438,0.133,,,0.133,3950,,,,0.0521578438,1711.7682747,32819,,
13,263,13263,GA,Talbot County,2024,1,6.9,0.1607052848,0.106,,,0.106,620,,,,0.1607052848,1103.2417802,6865,,
13,265,13265,GA,Taliaferro County,2024,1,3.3,0.4743235975,0.122,,,0.122,190,,,,0.4743235975,814.41361688,1717,,
13,267,13267,GA,Tattnall County,2024,1,7.5,0.0646488896,0.128,,,0.128,2980,,,,0.0646488896,1649.8396634,25520,,
13,269,13269,GA,Taylor County,2024,1,7,0.0218949914,0.169,,,0.169,1330,,,,0.0218949914,194.99679379,8906,,
13,271,13271,GA,Telfair County,2024,1,5.2,0.2220925582,0.155,,,0.155,2000,,,,0.2220925582,3664.52721,16500,,
13,273,13273,GA,Terrell County,2024,1,7.3,0.0267412319,0.154,,,0.154,1400,,,,0.0267412319,249.09457534,9315,,
13,275,13275,GA,Thomas County,2024,1,7,0.1242075722,0.12,,,0.12,5490,,,,0.1242075722,5554.5626291,44720,,
13,277,13277,GA,Tift County,2024,1,7.7,0.0573602239,0.123,,,0.123,5070,,,,0.0573602239,2301.1774607,40118,,
13,279,13279,GA,Toombs County,2024,1,7.3,0.0527596193,0.142,,,0.142,3820,,,,0.0527596193,1436.2751162,27223,,
13,281,13281,GA,Towns County,2024,1,8.2,0.000063237,0.123,,,0.123,1520,,,,0.000063237,0.6621549175,10471,,
13,283,13283,GA,Treutlen County,2024,1,4.8,0.1932761647,0.191,,,0.191,1230,,,,0.1932761647,1330.7063939,6885,,
13,285,13285,GA,Troup County,2024,1,7.7,0.0428701068,0.128,,,0.128,8900,,,,0.0428701068,2874.1834428,67044,,
13,287,13287,GA,Turner County,2024,1,6.5,0.0833690652,0.162,,,0.162,1440,,,,0.0833690652,744.48575195,8930,,
13,289,13289,GA,Twiggs County,2024,1,8.6,0.0003159322,0.107,,,0.107,860,,,,0.0003159322,2.8506562264,9023,,
13,291,13291,GA,Union County,2024,1,8,0.0168253664,0.125,,,0.125,3020,,,,0.0168253664,359.32252392,21356,,
13,293,13293,GA,Upson County,2024,1,7.1,0.0752948549,0.139,,,0.139,3820,,,,0.0752948549,2044.4811947,27153,,
13,295,13295,GA,Walker County,2024,1,6.8,0.1372112251,0.126,,,0.126,8520,,,,0.1372112251,9434.0949953,68756,,
13,297,13297,GA,Walton County,2024,1,7.7,0.1090165979,0.094,,,0.094,8980,,,,0.1090165979,9132.1023697,83768,,
13,299,13299,GA,Ware County,2024,1,6.6,0.1336807417,0.137,,,0.137,4930,,,,0.1336807417,4854.215092,36312,,
13,301,13301,GA,Warren County,2024,1,7.8,0.0124172769,0.136,,,0.136,710,,,,0.0124172769,72.442393398,5834,,
13,303,13303,GA,Washington County,2024,1,7.1,0.129389806,0.116,,,0.116,2330,,,,0.129389806,2741.3818191,21187,,
13,305,13305,GA,Wayne County,2024,1,7,0.083612761,0.14,,,0.14,4220,,,,0.083612761,2516.6604942,30099,,
13,307,13307,GA,Webster County,2024,1,7.8,0.0111331608,0.139,,,0.139,330,,,,0.0111331608,31.161717046,2799,,
13,309,13309,GA,Wheeler County,2024,1,7.9,0.0316986203,0.122,,,0.122,920,,,,0.0316986203,235.23546142,7421,,
13,311,13311,GA,White County,2024,1,,,0.114,,,0.114,3170,,,,,,27144,,
13,313,13313,GA,Whitfield County,2024,1,7.1,0.1339429423,0.112,,,0.112,11540,,,,0.1339429423,13742.411937,102599,,
13,315,13315,GA,Wilcox County,2024,1,7.5,0.0512341049,0.132,,,0.132,1170,,,,0.0512341049,474.1716408,9255,,
13,317,13317,GA,Wilkes County,2024,1,7.4,0.0680967262,0.129,,,0.129,1240,,,,0.0680967262,721.34862079,10593,,
13,319,13319,GA,Wilkinson County,2024,1,6.9,0.114165,0.131,,,0.131,1170,,,,0.114165,1091.7598952,9563,,
13,321,13321,GA,Worth County,2024,1,8.1,0.0104001506,0.127,,,0.127,2650,,,,0.0104001506,225.46486567,21679,,
15,000,15000,HI,Hawaii,2024,,7.4,0.0535784003,0.119,,,0.119,170970,,,,0.0535784003,72882.751523,1360301,,
15,001,15001,HI,Hawaii County,2024,1,7.6,0.0809269975,0.114,,,0.114,22830,,,,0.0809269975,14977.887763,185079,,
15,003,15003,HI,Honolulu County,2024,1,8.3,0.0461911873,0.098,,,0.098,99870,,,,0.0461911873,44029.763099,953207,,
15,005,15005,HI,Kalawao County,2024,0,,,0.21,,,0.21,10,,,,,,90,,
15,007,15007,HI,Kauai County,2024,1,7.8,0.0738901324,0.108,,,0.108,7890,,,,0.0738901324,4957.3628738,67091,,
15,009,15009,HI,Maui County,2024,1,8,0.0575954751,0.106,,,0.106,17430,,,,0.0575954751,8917.737787,154834,,
16,000,16000,ID,Idaho,2024,,7.9,0.0792046286,0.082,,,0.082,156640,,,,0.0792046286,124159.75006,1567582,,
16,001,16001,ID,Ada County,2024,1,8.8,0.0623869022,0.069,,,0.069,33460,,,,0.0623869022,24478.436875,392365,,
16,003,16003,ID,Adams County,2024,1,7.4,0.0859726661,0.12,,,0.12,520,,,,0.0859726661,341.82732054,3976,,
16,005,16005,ID,Bannock County,2024,1,7.6,0.1160681861,0.096,,,0.096,8300,,,,0.1160681861,9614.9724677,82839,,
16,007,16007,ID,Bear Lake County,2024,1,8.4,0.0606215334,0.088,,,0.088,560,,,,0.0606215334,362.88049895,5986,,
16,009,16009,ID,Benewah County,2024,1,7.3,0.0924194237,0.123,,,0.123,1170,,,,0.0924194237,858.11434899,9285,,
16,011,16011,ID,Bingham County,2024,1,7.9,0.1152789495,0.084,,,0.084,3980,,,,0.1152789495,5257.5270503,45607,,
16,013,16013,ID,Blaine County,2024,1,9.1,0.0283015432,0.07,,,0.07,1670,,,,0.0283015432,604.97378701,21376,,
16,015,16015,ID,Boise County,2024,1,7.5,0.1384859285,0.09,,,0.09,680,,,,0.1384859285,973.27910535,7028,,
16,017,16017,ID,Bonner County,2024,1,8.5,0.029258775,0.098,,,0.098,4580,,,,0.029258775,1196.0109448,40877,,
16,019,16019,ID,Bonneville County,2024,1,8.1,0.1140436435,0.077,,,0.077,9380,,,,0.1140436435,11887.22514,104234,,
16,021,16021,ID,Boundary County,2024,1,8,0.0364101318,0.116,,,0.116,1390,,,,0.0364101318,399.49196606,10972,,
16,023,16023,ID,Butte County,2024,1,7.3,0.0764759468,0.132,,,0.132,340,,,,0.0764759468,221.0919623,2891,,
16,025,16025,ID,Camas County,2024,1,3.9,0.4446952576,0.111,,,0.111,120,,,,0.4446952576,496.72460273,1117,,
16,027,16027,ID,Canyon County,2024,1,8.3,0.0743248394,0.084,,,0.084,19000,,,,0.0743248394,14041.671635,188923,,
16,029,16029,ID,Caribou County,2024,1,9.5,0.01377435,0.058,,,0.058,400,,,,0.01377435,95.910799081,6963,,
16,031,16031,ID,Cassia County,2024,1,8.3,0.0895998085,0.079,,,0.079,1940,,,,0.0895998085,2056.4948039,22952,,
16,033,16033,ID,Clark County,2024,0,4.4,0.5069637894,0.057,,,0.057,50,,,,0.5069637894,497.83844118,982,,
16,035,16035,ID,Clearwater County,2024,1,7.9,0.0344156623,0.123,,,0.123,1070,,,,0.0344156623,301.51561739,8761,,
16,037,16037,ID,Custer County,2024,1,7.3,0.0827706077,0.129,,,0.129,550,,,,0.0827706077,361.54201447,4368,,
16,039,16039,ID,Elmore County,2024,1,7.1,0.1414556191,0.108,,,0.108,3060,,,,0.1414556191,3824.6770298,27038,,
16,041,16041,ID,Franklin County,2024,1,9.2,0.013047738,0.073,,,0.073,1020,,,,0.013047738,166.82837819,12786,,
16,043,16043,ID,Fremont County,2024,1,7.5,0.1475528643,0.085,,,0.085,1140,,,,0.1475528643,1953.8950297,13242,,
16,045,16045,ID,Gem County,2024,1,7.8,0.0972589567,0.098,,,0.098,1840,,,,0.0972589567,1626.0724978,16719,,
16,047,16047,ID,Gooding County,2024,1,8.8,0.0030593895,0.095,,,0.095,1460,,,,0.0030593895,47.310399837,15464,,
16,049,16049,ID,Idaho County,2024,1,7.7,0.0823337768,0.108,,,0.108,1780,,,,0.0823337768,1339.3235467,16267,,
16,051,16051,ID,Jefferson County,2024,1,8.6,0.1060654468,0.056,,,0.056,1710,,,,0.1060654468,2772.5507802,26140,,
16,053,16053,ID,Jerome County,2024,1,7.7,0.1180805164,0.091,,,0.091,2200,,,,0.1180805164,2641.9334742,22374,,
16,055,16055,ID,Kootenai County,2024,1,8.3,0.0729471278,0.087,,,0.087,14580,,,,0.0729471278,10102.739523,138494,,
16,057,16057,ID,Latah County,2024,1,8.5,0.0460646593,0.09,,,0.09,3540,,,,0.0460646593,1715.6321701,37244,,
16,059,16059,ID,Lemhi County,2024,1,7.3,0.1176927193,0.108,,,0.108,860,,,,0.1176927193,934.00942037,7936,,
16,061,16061,ID,Lewis County,2024,1,6.3,0.1628863573,0.134,,,0.134,480,,,,0.1628863573,622.38877119,3821,,
16,063,16063,ID,Lincoln County,2024,1,4.7,0.4178571161,0.087,,,0.087,450,,,,0.4178571161,2176.1998607,5208,,
16,065,16065,ID,Madison County,2024,1,7.7,0.1189687679,0.093,,,0.093,4740,,,,0.1189687679,4465.6116726,37536,,
16,067,16067,ID,Minidoka County,2024,1,6.8,0.1764645919,0.103,,,0.103,2210,,,,0.1764645919,3541.4678939,20069,,
16,069,16069,ID,Nez Perce County,2024,1,7.9,0.0723869757,0.104,,,0.104,4350,,,,0.0723869757,2842.2745999,39265,,
16,071,16071,ID,Oneida County,2024,1,8.7,0.0530186578,0.076,,,0.076,340,,,,0.0530186578,227.23796733,4286,,
16,073,16073,ID,Owyhee County,2024,1,7.5,0.1038170757,0.107,,,0.107,1270,,,,0.1038170757,1196.595614,11526,,
16,075,16075,ID,Payette County,2024,1,8.2,0.0723930287,0.091,,,0.091,2280,,,,0.0723930287,1637.747489,22623,,
16,077,16077,ID,Power County,2024,1,8.7,0.0587733445,0.075,,,0.075,590,,,,0.0587733445,459.43123411,7817,,
16,079,16079,ID,Shoshone County,2024,1,7.4,0.0413568202,0.141,,,0.141,1850,,,,0.0413568202,527.91980939,12765,,
16,081,16081,ID,Teton County,2024,1,9.5,0.0223451263,0.054,,,0.054,620,,,,0.0223451263,227.24993493,10170,,
16,083,16083,ID,Twin Falls County,2024,1,8.5,0.0471429025,0.09,,,0.09,8020,,,,0.0471429025,3640.8463611,77230,,
16,085,16085,ID,Valley County,2024,1,8.2,0.0754687732,0.089,,,0.089,1020,,,,0.0754687732,744.27304156,9862,,
16,087,16087,ID,Washington County,2024,1,7.9,0.0664840337,0.109,,,0.109,1130,,,,0.0664840337,678.00417545,10198,,
17,000,17000,IL,Illinois,2024,,8.4,0.0483063696,0.095,,,0.095,1201290,,,,0.0483063696,619801.2521,12830632,,
17,001,17001,IL,Adams County,2024,1,8.5,0.0320278266,0.094,,,0.094,6170,,,,0.0320278266,2149.1632456,67103,,
17,003,17003,IL,Alexander County,2024,1,4.8,0.2827407216,0.147,,,0.147,810,,,,0.2827407216,2329.2180642,8238,,
17,005,17005,IL,Bond County,2024,1,7.7,0.0904124383,0.107,,,0.107,1800,,,,0.0904124383,1606.4482034,17768,,
17,007,17007,IL,Boone County,2024,1,8.2,0.0744354067,0.091,,,0.091,4880,,,,0.0744354067,4031.7938064,54165,,
17,009,17009,IL,Brown County,2024,1,8.2,0.1034803515,0.075,,,0.075,470,,,,0.1034803515,717.84319823,6937,,
17,011,17011,IL,Bureau County,2024,1,7.8,0.0979494443,0.097,,,0.097,3220,,,,0.0979494443,3426.0756625,34978,,
17,013,17013,IL,Calhoun County,2024,1,8.5,0.0525820628,0.084,,,0.084,380,,,,0.0525820628,267.59011734,5089,,
17,015,17015,IL,Carroll County,2024,1,8.5,0.0448281396,0.09,,,0.09,1410,,,,0.0448281396,689.77058382,15387,,
17,017,17017,IL,Cass County,2024,1,8.5,0.0340679717,0.093,,,0.093,1220,,,,0.0340679717,464.75526962,13642,,
17,019,17019,IL,Champaign County,2024,1,8.4,0.0481405941,0.095,,,0.095,19620,,,,0.0481405941,9680.1587957,201081,,
17,021,17021,IL,Christian County,2024,1,8.7,0.0194617831,0.095,,,0.095,3240,,,,0.0194617831,677.27005248,34800,,
17,023,17023,IL,Clark County,2024,1,8.1,0.0977327601,0.084,,,0.084,1310,,,,0.0977327601,1596.4646359,16335,,
17,025,17025,IL,Clay County,2024,1,7.7,0.0561178418,0.122,,,0.122,1620,,,,0.0561178418,775.26798431,13815,,
17,027,17027,IL,Clinton County,2024,1,9,0.0374099962,0.07,,,0.07,2580,,,,0.0374099962,1412.6762765,37762,,
17,029,17029,IL,Coles County,2024,1,6.9,0.1041000718,0.133,,,0.133,6300,,,,0.1041000718,5608.1831696,53873,,
17,031,17031,IL,Cook County,2024,1,8.7,0.0176666503,0.092,,,0.092,483790,,,,0.0176666503,91772.506858,5194675,,
17,033,17033,IL,Crawford County,2024,1,8.6,0.024233678,0.093,,,0.093,1750,,,,0.024233678,480.23879633,19817,,
17,035,17035,IL,Cumberland County,2024,1,9.1,0.0014491685,0.084,,,0.084,880,,,,0.0014491685,16.010413385,11048,,
17,037,17037,IL,DeKalb County,2024,1,7.2,0.1458535956,0.099,,,0.099,10010,,,,0.1458535956,15337.964118,105160,,
17,039,17039,IL,De Witt County,2024,1,8.8,0.0215679635,0.087,,,0.087,1370,,,,0.0215679635,357.18704281,16561,,
17,041,17041,IL,Douglas County,2024,1,8.8,0.0370384266,0.078,,,0.078,1540,,,,0.0370384266,740.02776375,19980,,
17,043,17043,IL,DuPage County,2024,1,9.3,0.0321337009,0.058,,,0.058,54320,,,,0.0321337009,29464.161583,916924,,
17,045,17045,IL,Edgar County,2024,1,7.3,0.139203882,0.101,,,0.101,1720,,,,0.139203882,2585.8513128,18576,,
17,047,17047,IL,Edwards County,2024,1,7.7,0.0764539573,0.11,,,0.11,680,,,,0.0764539573,513.84704688,6721,,
